3.996747e+002,0.000000e+000
4.001569e+002,8.932084e-001
4.006390e+002,9.288529e-001
4.011211e+002,1.172934e+000
4.016032e+002,1.256806e+000
4.020853e+002,1.217688e+000
4.025674e+002,1.197302e+000
4.030496e+002,1.266847e+000
4.035317e+002,1.350185e+000
4.040138e+002,1.344093e+000
4.044959e+002,1.302281e+000
4.049780e+002,1.304054e+000
4.054601e+002,1.342320e+000
4.059423e+002,1.373329e+000
4.064244e+002,1.408854e+000
4.069065e+002,1.391397e+000
4.073886e+002,1.373299e+000
4.078707e+002,1.438914e+000
4.083528e+002,1.482318e+000
4.088350e+002,1.490223e+000
4.093171e+002,1.467401e+000
4.097992e+002,1.477881e+000
4.102813e+002,1.517927e+000
4.107634e+002,1.528421e+000
4.112455e+002,1.573663e+000
4.117277e+002,1.610333e+000
4.122098e+002,1.656523e+000
4.126919e+002,1.705100e+000
4.131740e+002,1.694366e+000
4.136561e+002,1.706397e+000
4.141382e+002,1.782549e+000
4.146204e+002,1.852173e+000
4.151025e+002,1.871941e+000
4.155846e+002,1.850924e+000
4.160667e+002,1.857609e+000
4.165488e+002,1.897701e+000
4.170309e+002,1.827568e+000
4.175131e+002,1.496521e+000
4.179952e+002,1.161386e+000
4.184773e+002,9.161445e-001
4.189594e+002,9.849510e-001
4.194415e+002,1.062171e+000
4.199236e+002,1.108038e+000
4.204058e+002,1.629325e+000
4.208879e+002,1.966738e+000
4.213700e+002,2.004919e+000
4.218521e+002,2.042057e+000
4.223342e+002,1.948635e+000
4.228163e+002,1.519964e+000
4.232985e+002,1.660714e+000
4.237806e+002,2.086385e+000
4.242627e+002,2.173044e+000
4.247448e+002,2.078214e+000
4.252269e+002,1.903605e+000
4.257090e+002,2.065988e+000
4.261912e+002,2.218969e+000
4.266733e+002,2.217622e+000
4.271554e+002,2.278923e+000
4.276375e+002,2.354121e+000
4.281196e+002,2.389568e+000
4.286017e+002,2.388383e+000
4.290839e+002,2.395118e+000
4.295660e+002,2.465945e+000
4.300481e+002,2.524502e+000
4.305302e+002,2.453105e+000
4.310123e+002,2.329107e+000
4.314944e+002,2.397712e+000
4.319766e+002,2.551654e+000
4.324587e+002,2.595305e+000
4.329408e+002,2.595931e+000
4.334229e+002,2.620194e+000
4.339050e+002,2.648475e+000
4.343871e+002,2.601547e+000
4.348693e+002,2.614456e+000
4.353514e+002,2.719033e+000
4.358335e+002,2.577567e+000
4.363156e+002,2.285091e+000
4.367977e+002,2.488256e+000
4.372798e+002,2.774261e+000
4.377620e+002,2.822943e+000
4.382441e+002,2.849777e+000
4.387262e+002,2.891566e+000
4.392083e+002,2.906765e+000
4.396904e+002,2.867366e+000
4.401725e+002,2.864480e+000
4.406547e+002,2.912718e+000
4.411368e+002,2.862679e+000
4.416189e+002,2.540333e+000
4.421010e+002,2.400571e+000
4.425831e+002,2.731045e+000
4.430652e+002,2.790010e+000
4.435474e+002,2.444215e+000
4.440295e+002,2.584916e+000
4.445116e+002,2.906320e+000
4.449937e+002,2.983577e+000
4.454758e+002,3.009795e+000
4.459579e+002,2.934715e+000
4.464401e+002,2.764477e+000
4.469222e+002,2.665004e+000
4.474043e+002,2.893725e+000
4.478864e+002,3.060887e+000
4.483685e+002,3.062200e+000
4.488506e+002,3.051982e+000
4.493328e+002,3.115536e+000
4.498149e+002,3.139105e+000
4.502970e+002,3.104105e+000
4.507791e+002,3.055109e+000
4.512612e+002,3.097088e+000
4.517433e+002,3.147804e+000
4.522255e+002,3.083690e+000
4.527076e+002,2.749142e+000
4.531897e+002,2.815319e+000
4.536718e+002,3.108147e+000
4.541539e+002,3.203963e+000
4.546360e+002,3.176003e+000
4.551182e+002,3.159982e+000
4.556003e+002,3.200836e+000
4.560824e+002,3.216197e+000
4.565645e+002,3.054148e+000
4.570466e+002,2.754243e+000
4.575287e+002,2.001898e+000
4.580109e+002,1.889320e+000
4.584930e+002,2.781935e+000
4.589751e+002,3.204747e+000
4.594572e+002,3.304324e+000
4.599393e+002,3.300678e+000
4.604214e+002,3.310717e+000
4.609036e+002,3.189723e+000
4.613857e+002,3.002629e+000
4.618678e+002,3.150052e+000
4.623499e+002,3.334643e+000
4.628320e+002,3.371264e+000
4.633141e+002,3.386306e+000
4.637963e+002,3.341793e+000
4.642784e+002,3.349777e+000
4.647605e+002,3.385117e+000
4.652426e+002,3.383590e+000
4.657247e+002,3.321852e+000
4.662068e+002,3.323891e+000
4.666890e+002,3.349085e+000
4.671711e+002,3.358660e+000
4.676532e+002,3.153329e+000
4.681353e+002,3.098723e+000
4.686174e+002,3.201810e+000
4.690995e+002,3.317440e+000
4.695817e+002,3.412357e+000
4.700638e+002,3.405951e+000
4.705459e+002,3.395493e+000
4.710280e+002,3.443008e+000
4.715101e+002,3.342686e+000
4.719922e+002,2.838458e+000
4.724744e+002,2.420871e+000
4.729565e+002,2.738496e+000
4.734386e+002,3.305199e+000
